Procedimento;Classificação;D.V.;Descrição;Valor
2428;04.04.01.039;3;TRATAMENTO CIRURGICO DE PERICONDRITE DE PAVILHAO;"36,95"
3103;04.07.04.025;0;TRATAMENTO CIRURGICO DE PERITONITE;"976,25"
2319;04.03.01.033;0;TRATAMENTO CIRURGICO DE PLATIBASIA E MALFORMACAO DE ARNOLD CHIARI;"1.906,52"
3596;04.08.06.066;2;TRATAMENTO CIRURGICO DE POLIDACTILIA ARTICULADA;"232,28"
3237;04.08.06.065;4;TRATAMENTO CIRURGICO DE POLIDACTILIA NAO ARTICULADA;"28,42"
3884;04.09.05.011;3;TRATAMENTO CIRURGICO DE PRIAPRISMO;"578,41"
3063;04.07.02.047;0;TRATAMENTO CIRURGICO DE PROLAPSO ANAL;"183,64"
3052;04.07.02.048;9;TRATAMENTO CIRURGICO DE PRURIDO ANAL;"22,62"
3620;04.08.05.078;0;TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA AO NIVEL DO TARSO;"298,41"
3504;04.08.05.079;9;TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA DA DIAFISE DO FEMUR;"759,42"
3611;04.08.05.086;1;TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA DA DIAFISE TIBIAL;"769,41"
3301;04.08.02.055;5;TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA DA MAO;"203,12"
3503;04.08.05.080;2;TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA DA REGIAO TROCANTERIANA;"759,42"
3286;04.08.02.056;3;TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA DO ANTEBRACO;"471,38"
3500;04.08.05.081;0;TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA DO COLO DO FEMUR;"1.010,77"
3657;04.08.05.082;9;TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA DO PE;"268,41"
3204;04.08.02.057;1;TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA DO UMERO;"377,31"
3505;04.08.05.083;7;TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA METAFISE DISTAL DO FEMUR;"759,42"
3568;04.08.05.084;5;TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO AO NIVEL DO JOELHO;"397,15"
3634;04.08.05.087;0;TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO/ PERDA OSSEA DA METAFISE TIBIAL;"598,61"
7561;04.08.02.058;0;TRATAMENTO CIRURGICO DE PSEUDARTROSE AO NIVEL DO COTOVELO;"444,08"
3563;04.08.05.085;3;TRATAMENTO CIRURGICO DE PSEUDARTROSE CONGENITA DA TIBIA;"598,60"
3298;04.08.02.059;8;TRATAMENTO CIRURGICO DE PSEUDARTROSE NA REGIAO METAFISE-EPIFISARIA DISTAL DO RADIO E ULNA;"229,29"
3277;04.08.02.060;1;TRATAMENTO CIRURGICO DE PSEUDO-RETARDO / CONSOLIDACAO / PERDA OSSEA AO IIVEL DO CARPO;"229,29"
2588;04.05.05.036;4;TRATAMENTO CIRURGICO DE PTERIGIO;"209,55"
7011;04.07.01.029;7;TRATAMENTO CIRURGICO DE REFLUXO GASTROESOFAGICO;"766,06"
3780;04.09.01.050;2;TRATAMENTO CIRURGICO DE REFLUXO VESICO-URETERAL;"575,93"
3129;04.08.01.022;3;TRATAMENTO CIRURGICO DE RETARDO DE CONSOLIDACAO DA PSEUDARTROSE DE CLAVICULA / ESCAPULA;"284,27"
2280;04.13.04.018;6;TRATAMENTO CIRURGICO DE RETRACAO CICATRICIAL DA AXILA;"525,84"
3108;04.13.04.019;4;TRATAMENTO CIRURGICO DE RETRACAO CICATRICIAL DO COTOVELO;"315,61"
4080;04.13.04.020;8;TRATAMENTO CIRURGICO DE RETRACAO CICATRICIAL DOS DEDOS DA MAO/PE S/ COMPROMETIMENTO TENDINOSO;"256,23"
3682;04.13.04.021;6;TRATAMENTO CIRURGICO DE RETRACAO CICATRICIAL EM UM ESTAGIO;"503,12"
2278;04.13.04.022;4;TRATAMENTO CIRURGICO DE RETRACAO CICATRICIAL NA REGIAO POPLITEA;"525,84"
7562;04.08.06.067;0;TRATAMENTO CIRURGICO DE RETRACAO MUSCULAR;"394,68"
2460;04.04.01.040;7;TRATAMENTO CIRURGICO DE RINITE CRONICA (OZENA);"328,97"
10554;04.04.01.055;5;TRATAMENTO CIRURGICO DE RINOFIMA;"315,43"
3332;04.08.02.061;0;TRATAMENTO CIRURGICO DE ROTURA / DESINSERCAO / ARRANCAMENTO CAPSULO-TENO-LIGAMENTAR NA MAO;"258,26"
3545;04.08.05.088;8;TRATAMENTO CIRURGICO DE ROTURA DE MENISCO COM SUTURA MENISCAL UNI / BICOMPATIMENTAL;"578,89"
3540;04.08.05.089;6;TRATAMENTO CIRURGICO DE ROTURA DO MENISCO COM MENISCECTOMIA PARCIAL / TOTAL;"332,26"
3238;04.08.06.068;9;TRATAMENTO CIRURGICO DE RUTURA DO APARELHO EXTENSOR DO DEDO;"28,42"
7631;04.08.06.069;7;TRATAMENTO CIRURGICO DE SINDACTILIA COMPLEXA (C/ FUSAO OSSEA);"269,56"
3323;04.08.02.062;8;TRATAMENTO CIRURGICO DE SINDACTILIA DA MAO (POR ESPACO INTERDIGITAL);"192,60"
3254;04.08.06.070;0;TRATAMENTO CIRURGICO DE SINDACTILIA SIMPLES (DOIS DEDOS);"209,82"
8522;04.03.02.012;3;TRATAMENTO CIRURGICO DE SINDROME COMPRESSIVA EM TUNEL OSTEO-FIBROSO AO NIVEL DO CARPO;"347,62"
3288;04.08.02.063;6;TRATAMENTO CIRURGICO DE SINOSTOSE RADIO ULNAR;"371,88"
3873;04.09.04.022;3;TRATAMENTO CIRURGICO DE TORCAO DO TESTICULO / DO CORDAO ESPERMATICO;"280,13"
3109;04.08.03.075;5;TRATAMENTO CIRURGICO DE TORCICOLO CONGENITO;"262,96"
2649;04.05.01.019;2;TRATAMENTO CIRURGICO DE TRIQUIASE C/ OU S/ ENXERTO;"278,90"
3755;04.09.01.051;0;TRATAMENTO CIRURGICO DE URETEROCELE;"618,34"
3947;04.09.07.028;9;TRATAMENTO CIRURGICO DE VAGINA SEPTADA / ATRESICA;"428,45"
3862;04.09.04.023;1;TRATAMENTO CIRURGICO DE VARICOCELE;"257,56"
2844;04.06.02.056;6;TRATAMENTO CIRURGICO DE VARIZES (BILATERAL);"582,04"
2843;04.06.02.057;4;TRATAMENTO CIRURGICO DE VARIZES (UNILATERAL);"483,37"
2980;04.07.01.030;0;TRATAMENTO CIRURGICO DE VARIZES ESOFAGICAS;"799,13"
2654;04.05.04.019;9;TRATAMENTO CIRURGICO DE XANTELASMA;"116,42"
3155;04.08.03.077;1;TRATAMENTO CIRURGICO DESCOMPRESSIVO AO NIVEL DO DESFILADEIRO TORACICO;"324,57"
3591;04.08.05.090;0;TRATAMENTO CIRURGICO DO HALUX RIGIDUS;"268,42"
3613;04.08.05.091;8;TRATAMENTO CIRURGICO DO HALUX VALGUS S/ OSTEOTOMIA DO PRIMEIRO OSSO METATARSIANO;"336,60"
2285;04.01.02.015;0;TRATAMENTO CIRURGICO DO SINUS PRE-AURICULAR;"56,88"
2520;04.04.02.042;9;TRATAMENTO CIRURGICO DO SOALHO DA ORBITA;"365,42"
4171;04.15.03.001;3;TRATAMENTO CIRURGICO EM POLITRAUMATIZADO;"0,00"
2263;04.13.04.023;2;TRATAMENTO CIRURGICO NAO ESTETICO DA ORELHA;"391,88"
3293;04.08.02.064;4;TRATAMENTO CIRURGICO P/ CENTRALIZACAO DO PUNHO;"246,43"
4079;04.13.04.024;0;TRATAMENTO CIRURGICO P/ REPARACOES DE PERDA DE SUBSTANCIA DA MAO;"324,20"
4126;04.14.02.036;7;TRATAMENTO CIRURGICO PARA TRACIONAMENTO DENTAL;"22,72"
4116;04.14.02.037;5;TRATAMENTO CIRURGICO PERIODONTAL (POR SEXTANTE);"12,98"
10032;04.04.03.028;9;TRATAMENTO CIRURGICO REPARADOR DA FISSURA FACIAL RARA EM PACIENTES COM ANOMALIA CRANIO E BUCOMAXILOFACIAL;"1.932,70"
8529;03.03.04.013;0;TRATAMENTO CLINICO DAS MIELITES / MIELOPATIAS;"359,91"
1720;03.03.04.004;1;TRATAMENTO CLINICO DE ABSCESSO CEREBRAL;"359,91"
1724;03.03.04.005;0;TRATAMENTO CLINICO DE COREIA AGUDA;"147,51"
9719;03.03.05.013;6;TRATAMENTO CLINICO DE INTERCORRENCIAS OFTALMOLOGICAS;"229,90"
9720;03.03.05.014;4;TRATAMENTO CLINICO DE INTERCORRENCIAS OFTALMOLOGICAS DE ORIGEM INFECCIOSA;"280,27"
10527;03.04.10.002;1;TRATAMENTO CLINICO DE PACIENTE ONCOLOGICO;"367,44"
10123;03.03.17.017;4;TRATAMENTO CLINICO DE TRANSTORNOS MENTAIS E COMPORTAMENTAIS DEVIDO AO USO DE “CRACK”.;"57,00"
10122;03.03.17.016;6;TRATAMENTO CLINICO DE TRANSTORNOS MENTAIS E COMPORTAMENTAIS DEVIDO AO USO DE ALCOOL;"57,00"
10124;03.03.17.018;2;TRATAMENTO CLINICO DOS TRANSTORNOS MENTAIS E COMPORTAMENTAIS DEVIDO AO USO DAS DEMAIS DROGAS E/OU OUTRAS SUBSTANCIAS PSICOATIVAS;"57,00"
10119;03.03.17.013;1;TRATAMENTO CLINICO EM SAUDE MENTAL EM SITUACAO DE RISCO ELEVADO DE SUICIDIO.;"57,00"
10121;03.03.17.015;8;"TRATAMENTO CLÍNICO PARA AVALIAÇÃO DIAGNÓSTICA E ADEQUAÇÃO TERAPÊUTICA, INCLUINDO NECESSIDADES DE SAÚDE DECORRENTES DO USO DE ÁLCOOL E OUTRAS DROGAS";"57,00"
10120;03.03.17.014;0;TRATAMENTO CLINICO PARA CONTENCAO DE COMPORTAMENTO DESORGANIZADO E/OU DISRUPTIVO;"57,00"
2382;03.03.04.006;8;TRATAMENTO CONSERVADOR DA DOR REBELDE DE ORIGEM CENTRAL OU NEOPLASICA;"329,26"
8531;03.03.04.007;6;TRATAMENTO CONSERVADOR DA HEMORRAGIA CEREBRAL;"329,26"
7538;03.03.09.013;8;TRATAMENTO CONSERVADOR DE FRATURA / LESAO LIGAMENTAR / ARRANCAMENTO OSSEO AO NIVEL DA PELVE;"157,73"
1896;03.03.09.014;6;TRATAMENTO CONSERVADOR DE FRATURA DE COSTELAS;"15,04"
3246;03.03.09.016;2;TRATAMENTO CONSERVADOR DE FRATURA DE OSSO METACARPICO;"17,85"
1894;03.03.09.017;0;TRATAMENTO CONSERVADOR DE FRATURA DE OSSOS DA FACE;"0,00"
3247;03.03.09.015;4;TRATAMENTO CONSERVADOR DE FRATURA DE PUNHO COM LUVA GESSADA;"40,68"
1897;03.03.09.018;9;TRATAMENTO CONSERVADOR DE FRATURA DO ESTERNO;"15,98"
1903;03.03.09.019;7;TRATAMENTO CONSERVADOR DE FRATURA DOS ANEIS PELVICOS;"156,67"
7544;03.03.09.020;0;TRATAMENTO CONSERVADOR DE FRATURA EM MEMBRO INFERIOR COM IMOBILIZACAO;"41,93"
7542;03.03.09.022;7;TRATAMENTO CONSERVADOR DE FRATURA EM MEMBRO SUPERIOR COM IMOBILIZACAO;"41,63"
7543;03.03.09.012;0;TRATAMENTO CONSERVADOR DE FRATURA NA CINTURA ESCAPULAR (COM IMOBILIZACAO);"36,59"
3337;03.03.09.021;9;TRATAMENTO CONSERVADOR DE LESAO DA COLUNA CERVICAL COM IMOBILIZACAO;"47,58"
1906;03.03.09.023;5;TRATAMENTO CONSERVADOR DE LESAO DA COLUNA TORACO-LOMBO-SACRA C/ ORTESE;"39,09"
1908;03.03.09.024;3;TRATAMENTO CONSERVADOR DE LESAO DA COLUNA TORACO-LOMBO-SACRA S/ IMOBILIZACAO;"0,00"
3340;03.03.09.025;1;TRATAMENTO CONSERVADOR DE LESAO DE COLUNA TORACO-LOMBO-SACRA COM IMOBILIZACAO;"47,58"
1934;03.03.09.026;0;TRATAMENTO CONSERVADOR DE LESAO DE MECANISMO EXTENSOR DOS DEDOS;"17,85"
3402;03.03.09.028;6;TRATAMENTO CONSERVADOR DE LESAO LIGAMENTAR EM MEMBRO COM IMOBILIZACAO;"35,20"
1940;03.03.09.029;4;TRATAMENTO CONSERVADOR DE LUMBAGO OU DORSALGIA REFRATARIOS;"0,00"
8532;03.03.04.008;4;TRATAMENTO CONSERVADOR DE TRAUMATISMO CRANIOENCEFALICO (GRAU LEVE);"242,10"
8533;03.03.04.009;2;TRATAMENTO CONSERVADOR DE TRAUMATISMO CRANIOENCEFALICO (GRAU MEDIO);"329,26"
2325;03.03.04.010;6;TRATAMENTO CONSERVADOR DE TRAUMATISMO CRANIOENCEFALICO GRAVE;"718,28"
2326;03.03.04.011;4;TRATAMENTO CONSERVADOR DE TRAUMATISMO RAQUIMEDULAR;"329,26"
1704;03.03.04.012;2;TRATAMENTO CONSERVADOR DE TUMOR DO SISTEMA NERVOSO CENTRAL;"688,54"
2341;04.03.03.017;0;TRATAMENTO CONSERVADOR DE TUMOR DO SISTEMA NERVOSO CENTRAL;"361,45"
1827;03.03.03.001;1;TRATAMENTO DA FIBROSE CISTICA;"57,92"
6123;03.03.14.002;0;TRATAMENTO DA FIBROSE CISTICA COM MANIFESTACOES PULMONARES;"432,68"
8530;03.03.04.003;3;TRATAMENTO DA MIGRANEA COMPLICADA;"116,71"
6264;03.05.02.001;3;TRATAMENTO DA PIELONEFRITE;"204,50"
6106;03.03.14.003;8;TRATAMENTO DAS AFECCOES NECROTICAS E SUPURATIVAS DAS VIAS AEREAS INFERIORES;"481,41"
6089;03.03.14.004;6;TRATAMENTO DAS DOENCAS CRONICAS DAS VIAS AEREAS INFERIORES;"479,19"
6098;03.03.14.005;4;TRATAMENTO DAS DOENCAS PULMONARES DEVIDO A AGENTES EXTERNOS;"358,35"
7563;04.08.05.092;6;TRATAMENTO DAS LESOES OSTEO-CONDRAIS POR FIXACAO OU MOSAICOPLASTIA JOELHO/TORNOZELO;"1.330,37"
2014;03.03.11.001;5;TRATAMENTO DAS MALFORMACOES E DEFORMIDADES CONGENITAS DO SISTEMA OSTEOMUSCULAR;"162,45"
1939;03.03.09.031;6;TRATAMENTO DAS POLIARTROPATIAS INFLAMATORIAS;"190,70"
1726;03.03.04.014;9;TRATAMENTO DE ACIDENTE VASCULAR CEREBRAL - AVC (ISQUEMICO OU HEMORRAGICO AGUDO);"463,21"
6040;03.03.18.001;3;TRATAMENTO DE AFECCOES ASSOCIADAS AO HIV/AIDS;"0,00"
1887;03.03.08.004;3;TRATAMENTO DE AFECCOES BOLHOSAS;"186,16"
1424;03.03.18.003;0;TRATAMENTO DE AFECCOES DO APARELHO DIGESTIVO EM HIV/AIDS;"293,59"
1421;03.03.18.004;8;TRATAMENTO DE AFECCOES DO SISTEMA NERVOSO EM HIV/AIDS;"606,69"
1422;03.03.18.005;6;TRATAMENTO DE AFECCOES DO SISTEMA RESPIRATORIO EM HIV/AIDS;"573,25"
4113;04.14.02.038;3;TRATAMENTO DE ALVEOLITE;"0,00"
1646;03.03.02.003;2;TRATAMENTO DE ANEMIA APLASTICA E OUTRAS ANEMIAS;"413,41"
1645;03.03.02.004;0;TRATAMENTO DE ANEMIA HEMOLITICA;"248,35"
1652;03.03.02.005;9;TRATAMENTO DE ANEMIAS NUTRICIONAIS;"233,85"
2045;03.03.06.001;8;TRATAMENTO DE ANEURISMA DA AORTA;"292,89"
2408;04.03.07.014;7;TRATAMENTO DE ANEURISMA GIGANTE POR OCLUSAO DO VASO PORTADOR;"807,81"
2005;03.03.11.002;3;TRATAMENTO DE ANOMALIAS CROMOSSOMICAS NAO CLASSIFICADAS EM OUTRA PARTE;"282,57"
1798;03.03.06.002;6;TRATAMENTO DE ARRITMIAS;"219,65"
1976;03.05.02.002;1;TRATAMENTO DE CALCULOSE RENAL;"175,97"
10525;04.16.04.018;7;TRATAMENTO DE CARCINOMA HEPATICO POR RADIOFREQUENCIA;"1.042,43"
6310;03.03.06.003;4;TRATAMENTO DE CARDIOPATIA HIPERTROFICA;"262,55"
6308;03.03.06.004;2;TRATAMENTO DE CARDIOPATIA ISQUEMICA CRONICA;"246,48"
6124;03.03.14.006;2;TRATAMENTO DE CARDIOPATIA PULMONAR NAO ESPECIFICADA (COR PULMONALE);"623,26"
2114;03.03.12.004;5;TRATAMENTO DE CARDIOTOXICOSE POR HIPERTIROIDISMO (ATE 50 MCI);"0,00"
2069;03.03.06.005;0;TRATAMENTO DE CHOQUE ANAFILATICO;"88,70"
2068;03.03.06.006;9;TRATAMENTO DE CHOQUE CARDIOGENICO;"436,79"
2066;03.03.06.007;7;TRATAMENTO DE CHOQUE HIPOVOLEMICO;"326,43"
3983;04.12.03.008;0;TRATAMENTO DE COAGULO RETIDO INTRATORACICO (QUALQUER VIA);"801,40"
6312;03.03.06.008;5;TRATAMENTO DE COMPLICACOES CARDIACAS POS-CIRURGIA;"251,35"
1718;03.03.04.015;7;TRATAMENTO DE COMPLICACOES DA HIDROCEFALIA;"341,65"
6144;03.03.06.009;3;TRATAMENTO DE COMPLICACOES DE DISPOSITIVOS PROTETICOS IMPLANTES E ENXERTOS CARDIACOS E VALVULARES;"200,72"
2040;03.08.04.001;5;TRATAMENTO DE COMPLICACOES DE PROCEDIMENTOS CIRURGICOS OU CLINICOS;"199,33"
1988;03.03.10.001;0;TRATAMENTO DE COMPLICACOES RELACIONADAS PREDOMINANTEMENTE AO PUERPERIO;"154,30"
2813;04.06.01.096;0;TRATAMENTO DE CONTUSAO MIOCARDICA;"156,28"
1793;03.03.06.010;7;TRATAMENTO DE CRISE HIPERTENSIVA;"189,67"
1723;03.03.04.016;5;TRATAMENTO DE CRISES EPILETICAS NAO CONTROLADAS;"112,83"
1647;03.03.02.006;7;TRATAMENTO DE DEFEITOS DA COAGULACAO PURPURA E OUTRAS AFECCOES HEMORRAGICAS;"205,69"
6186;03.03.01.001;0;TRATAMENTO DE DENGUE CLASSICA;"287,76"
6187;03.03.01.002;9;TRATAMENTO DE DENGUE HEMORRAGICA;"289,17"
1890;03.03.08.005;1;TRATAMENTO DE DERMATITES E ECZEMAS;"224,91"
1673;03.03.03.002;0;TRATAMENTO DE DESNUTRICAO;"446,78"
1668;03.03.03.003;8;TRATAMENTO DE DIABETES MELLITUS;"360,80"
1735;03.03.04.017;3;TRATAMENTO DE DISTROFIAS MUSCULARES;"174,84"
1676;03.03.03.004;6;TRATAMENTO DE DISTURBIOS METABOLICOS;"139,42"
1725;03.03.04.018;1;TRATAMENTO DE DOENCA DE PARKINSON;"309,73"
1779;03.03.14.007;0;TRATAMENTO DE DOENCA DO OUVIDO EXTERNO MEDIO E DA MASTOIDE;"147,71"
1732;03.03.04.019;0;TRATAMENTO DE DOENCA DOS NEURONIOS MOTORES CENTRAIS C/ OU S/ AMIOTROFIAS;"303,80"
1787;03.03.06.011;5;TRATAMENTO DE DOENCA REUMATICA C/ COMPROMETIMENTO CARDIACO;"251,35"
2070;03.03.06.012;3;TRATAMENTO DE DOENCA REUMATICA S/ CARDITE;"187,44"
6042;03.03.01.004;5;TRATAMENTO DE DOENCAS BACTERIANAS ZOONOTICAS;"339,93"
8358;03.03.18.006;4;TRATAMENTO DE DOENCAS DISSEMINADAS EM AIDS;"507,07"
1852;03.03.07.006;4;TRATAMENTO DE DOENCAS DO ESOFAGO ESTOMAGO E DUODENO;"186,06"
1838;03.03.07.007;2;TRATAMENTO DE DOENCAS DO FIGADO;"416,39"
1844;03.03.07.008;0;TRATAMENTO DE DOENCAS DO PERITONIO;"251,76"
1983;03.03.15.001;7;TRATAMENTO DE DOENCAS DOS ORGAOS GENITAIS MASCULINOS;"67,31"
2194;03.03.15.002;5;TRATAMENTO DE DOENCAS GLOMERULARES;"331,54"
6041;03.03.01.006;1;TRATAMENTO DE DOENCAS INFECCIOSAS E INTESTINAIS;"324,90"
1981;03.03.15.003;3;TRATAMENTO DE DOENCAS INFLAMATORIAS DOS ORGAOS PELVICOS FEMININOS;"198,81"
1728;03.03.04.020;3;TRATAMENTO DE DOENCAS NEURO-DEGENERATIVAS;"309,73"
1974;03.03.15.004;1;TRATAMENTO DE DOENCAS RENAIS TUBULO-INTERSTICIAIS;"347,95"
6099;03.03.14.008;9;TRATAMENTO DE DOENCAS RESPIRATORIAS QUE AFETAM PRINCIPALMENTE O INTERSTICIO;"448,87"
2418;04.03.08.007;0;TRATAMENTO DE DOR POR ESTEREOTAXIA;"1.702,31"
2112;03.03.12.005;3;TRATAMENTO DE DOR/METASTASE OSSEA COM RADIOISOTOPO (POR TRATAMENTO-EXCETO CANCER DE TIREOIDE);"468,38"
6120;03.03.10.002;8;TRATAMENTO DE ECLAMPSIA;"123,99"
1797;03.03.06.013;1;TRATAMENTO DE EDEMA AGUDO DE PULMAO;"635,03"
1990;03.03.10.003;6;"TRATAMENTO DE EDEMA, PROTEINURIA E TRANSTORNOS HIPERTENSIVOS NA GRAVIDEZ PARTO E PUERPERIO";"123,99"
2033;03.08.03.001;0;TRATAMENTO DE EFEITOS DA PENETRACAO DE CORPO ESTRANHO EM ORIFICIO NATURAL;"154,44"
2031;03.08.01.002;7;TRATAMENTO DE EFEITOS DE ASFIXIA / OUTROS RISCOS A RESPIRACAO;"154,44"
2030;03.08.03.002;8;TRATAMENTO DE EFEITOS DE OUTRAS CAUSAS EXTERNAS;"154,44"
2029;03.08.02.002;2;TRATAMENTO DE EFEITOS DO CONTATO C/ ANIMAIS E PLANTAS VENENOSOS;"199,33"
1796;03.03.06.014;0;TRATAMENTO DE EMBOLIA PULMONAR;"512,78"
1710;03.03.04.021;1;TRATAMENTO DE ENCEFALOPATIA HIPERTENSIVA;"129,84"
6311;03.03.06.015;8;TRATAMENTO DE ENDOCARDITE INFECCIOSA EM PROTESE VALVAR;"880,00"
1790;03.03.06.016;6;TRATAMENTO DE ENDOCARDITE INFECCIOSA EM VALVULA NATIVA;"880,00"
1851;03.03.16.001;2;TRATAMENTO DE ENTERITE NECROSANTE DO FETO E DO RECEM-NASCIDO;"166,08"
1843;03.03.07.009;9;TRATAMENTO DE ENTERITES E COLITES NAO INFECCIOSAS;"204,15"
2906;04.06.04.029;0;TRATAMENTO DE EPISTAXE POR EMBOLIZACAO (INCLUI ESTUDO ANGIOGRAFICO E/OU ENDOSCOPICO);"1.065,36"
1739;03.03.04.022;0;TRATAMENTO DE ESCLEROSE GENERALIZADA PROGRESSIVA;"174,84"
1742;03.03.11.003;1;TRATAMENTO DE ESPINHA BIFIDA;"334,96"
1877;03.03.08.006;0;TRATAMENTO DE ESTAFILOCOCCIAS;"292,62"
1876;03.03.08.007;8;TRATAMENTO DE ESTREPTOCOCCIAS;"292,62"
2024;03.08.04.002;3;TRATAMENTO DE EVENTOS ADVERSOS POS-VACINAIS;"170,27"
1889;03.03.08.008;6;TRATAMENTO DE FARMACODERMIAS;"186,16"
6049;03.03.01.007;0;TRATAMENTO DE FEBRES POR ARBOVIRUS E FEBRES HEMORRAGICAS VIRAIS;"174,45"
2009;03.03.11.005;8;TRATAMENTO DE FENDA LABIAL E/OU FENDA PALATINA;"404,39"
2814;04.06.01.097;8;TRATAMENTO DE FERIMENTO CARDIACO PERFURO-CORTANTE;"156,28"
1744;03.03.04.023;8;TRATAMENTO DE FRATURA DA COLUNA VERTEBRAL C/ LESAO DA MEDULA ESPINHAL;"298,42"
4087;04.13.03.008;3;TRATAMENTO DE GINECOMASTIA OU PSEUDOGINECOMASTIA EM PACIENTE C/ LIPODISTROFIA DECORRENTE DO USO DE ANTI-RETROVIRAIS;"568,89"
4069;04.13.01.006;6;TRATAMENTO DE GRANDE QUEIMADO;"1.819,52"
1443;03.03.01.008;8;TRATAMENTO DE HANSENIASE;"237,27"
1445;03.03.01.009;6;TRATAMENTO DE HANTAVIROSE;"177,17"
6105;03.03.01.010;0;TRATAMENTO DE HELMINTIASES (B65 A B83);"189,67"
2905;04.06.04.030;3;TRATAMENTO DE HEMATURIA OU SANGRAMENTO GENITAL POR EMBOLIZACAO (INCLUI ESTUDO ANGIOGRAFICO E/OU ENDOSCOPICO);"1.065,36"
1655;03.03.02.007;5;TRATAMENTO DE HEMOFILIAS;"929,05"
2907;04.06.04.031;1;TRATAMENTO DE HEMOPTISE POR EMBOLIZACAO PERCUTANEA (INCLUI ESTUDO ANGIOGRAFICO);"1.065,36"
1820;03.03.14.009;7;TRATAMENTO DE HEMORRAGIAS DAS VIAS RESPIRATORIAS;"172,34"
6101;03.03.01.011;8;TRATAMENTO DE HEPATITES VIRAIS;"203,11"
2196;03.05.02.003;0;TRATAMENTO DE HIPERTENSAO NEFROGENA E RENOVASCULAR;"132,06"
6309;03.03.06.017;4;TRATAMENTO DE HIPERTENSAO PULMONAR;"512,78"
1794;03.03.06.018;2;TRATAMENTO DE HIPERTENSAO SECUNDARIA;"172,34"
2111;03.03.12.006;1;TRATAMENTO DE HIPERTIREOIDISMO (PLUMMER - ATE 30 MCI);"443,70"
2110;03.03.12.007;0;TRATAMENTO DE HIPERTIREOIDISMO GRAVES;"359,70"
2113;03.03.12.003;7;TRATAMENTO DE HIPERTIROIDISMO;"0,00"
1420;03.03.18.007;2;TRATAMENTO DE HIV / AIDS;"23,45"
1788;03.03.06.019;0;TRATAMENTO DE INFARTO AGUDO DO MIOCARDIO;"588,12"
6065;03.03.14.010;0;TRATAMENTO DE INFECCOES AGUDAS DAS VIAS AEREAS SUPERIORES;"177,07"
6044;03.03.01.012;6;TRATAMENTO DE INFECCOES DE TRANSMISSAO PREDOMINANTEMENTE SEXUAL (A50 A A64);"258,77"
2004;03.03.16.002;0;TRATAMENTO DE INFECCOES ESPECIFICAS DO PERIODO PERINATAL;"224,97"
6100;03.03.01.013;4;TRATAMENTO DE INFECCOES VIRAIS CARACTERIZADAS POR LESOES DE PELE E MUCOSAS (B00 A B09);"174,42"
6048;03.03.01.014;2;TRATAMENTO DE INFECCOES VIRAIS DO SISTEMA NERVOSO CENTRAL;"653,05"
2046;03.03.06.020;4;TRATAMENTO DE INSUFICIENCIA ARTERIAL C/ ISQUEMIA CRITICA;"321,68"
1792;03.03.06.021;2;TRATAMENTO DE INSUFICIENCIA CARDIACA;"699,46"
6263;03.05.02.004;8;TRATAMENTO DE INSUFICIENCIA RENAL AGUDA;"246,89"
2202;03.05.02.005;6;TRATAMENTO DE INSUFICIENCIA RENAL CRONICA;"449,65"
10238;03.03.07.013;7;TRATAMENTO DE INTERCORRENCIA CLINICA POS-CIRURGIA BARIATRICA;"322,00"
1381;04.13.01.007;4;TRATAMENTO DE INTERCORRENCIA EM PACIENTE MEDIO E GRANDE QUEIMADO;"29,00"
2204;03.05.01.017;4;TRATAMENTO DE INTERCORRENCIA EM PACIENTE RENAL CRONICO SOB TRATAMENTO DIALITICO ( POR DIA);"80,77"
10109;05.06.02.010;0;TRATAMENTO DE INTERCORRENCIA POS TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS- POS TRANSPLANTE CRITICO;"397,79"
10110;05.06.02.011;8;TRATAMENTO DE INTERCORRENCIA POS TRANSPLANTE AUTOLOGO DE CELULAS-TRONCO HEMATOPOETICAS- POS TRANSPLANTE CRITICO;"127,60"
