CHAVE,FORMA,GRUPO,PROCEDIMENTO,SUBGRUPO
701090197,Substituição/Troca em órteses/próteses,"Órteses, próteses e materiais especiais",SUBSTITUIÇÃO/TROCA DO CARREGADOR DE BATERIA RECARREGÁVEL DA PRÓTESE DE IMPLANTE COCLEAR,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701090200,Substituição/Troca em órteses/próteses,"Órteses, próteses e materiais especiais",SUBSTITUIÇÃO/TROCA DO GANCHO DA PRÓTESE DE IMPLANTE COCLEAR,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701090219,Substituição/Troca em órteses/próteses,"Órteses, próteses e materiais especiais",SUBSTITUIÇÃO/TROCA DO GANCHO COM MICROFONE DA PRÓTESE DE IMPLANTE COCLEAR,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701090227,Substituição/Troca em órteses/próteses,"Órteses, próteses e materiais especiais",SUBSTITUIÇÃO/TROCA DO DESUMIDIFICADOR DA PRÓTESE DE IMPLANTE COCLEAR,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701090235,Substituição/Troca em órteses/próteses,"Órteses, próteses e materiais especiais",CONSERTO DO PROCESSADOR DE FALA DA PRÓTESE DE IMPLANTE COCLEAR,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701100010,OPM em queimados,"Órteses, próteses e materiais especiais",MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS - LUVA C/ E S/ DEDOS ATE O PULSO,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701100028,OPM em queimados,"Órteses, próteses e materiais especiais",MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS (MEIA ATE VIRILHA OU JOELHO),"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701100036,OPM em queimados,"Órteses, próteses e materiais especiais",MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS (MEIO CANO OU CANO P E B) -(PECA),"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701100044,OPM em queimados,"Órteses, próteses e materiais especiais",MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS - LUVA C/ E S/ DEDOS ATE O OMBRO,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701100052,OPM em queimados,"Órteses, próteses e materiais especiais",MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS - MEIA (3/4) - PECA,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701100060,OPM em queimados,"Órteses, próteses e materiais especiais",MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS - MEIA- PERNA INTEIRA (PECA),"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701100079,OPM em queimados,"Órteses, próteses e materiais especiais",MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS - MEIA-CALCA COMPLETA (PECA),"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701100087,OPM em queimados,"Órteses, próteses e materiais especiais",MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS - TORAX C/ MANGAS (PECA),"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701100095,OPM em queimados,"Órteses, próteses e materiais especiais",MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS - TORAX S/ MANGAS (PECA),"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701100109,OPM em queimados,"Órteses, próteses e materiais especiais",MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS PARA CABECA E PESCOCO,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
702010014,OPM em neurocirurgia,"Órteses, próteses e materiais especiais",BALAO DESTACAVEL,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702010022,OPM em neurocirurgia,"Órteses, próteses e materiais especiais",BOMBA IMPLANTAVEL DE INFUSAO DE FARMACOS NO SISTEMA NERVOSO CENTRAL,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702010030,OPM em neurocirurgia,"Órteses, próteses e materiais especiais",CATETER ATRIAL / PERITONEAL,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702010049,OPM em neurocirurgia,"Órteses, próteses e materiais especiais",CATETER GUIA CALIBRE 6F A 8F,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702010057,OPM em neurocirurgia,"Órteses, próteses e materiais especiais",CATETER VENTRICULAR C/ RESERVATORIO,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702010065,OPM em neurocirurgia,"Órteses, próteses e materiais especiais",CATETER VENTRICULAR ISOLADO,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702010073,OPM em neurocirurgia,"Órteses, próteses e materiais especiais",CLIP DE COBALTO DEFINITIVO P/ ANEURISMA,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702010081,OPM em neurocirurgia,"Órteses, próteses e materiais especiais",CONECTOR EM Y / RETO,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702010090,OPM em neurocirurgia,"Órteses, próteses e materiais especiais",CONJUNTO DE CATETER DE DRENAGEM EXTERNA E/OU MPIC,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702010103,OPM em neurocirurgia,"Órteses, próteses e materiais especiais",CONJUNTO DE ELETRODO E EXTENSAO P/ ESTIMULACAO CEREBRAL,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702010111,OPM em neurocirurgia,"Órteses, próteses e materiais especiais",CONJUNTO P/ HIDROCEFALIA DE BAIXO PERFIL,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702010120,OPM em neurocirurgia,"Órteses, próteses e materiais especiais",CONJUNTO PADRAO P/ HIDROCEFALIA,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702010138,OPM em neurocirurgia,"Órteses, próteses e materiais especiais",ESPIRAIS DE PLATINA,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702010146,OPM em neurocirurgia,"Órteses, próteses e materiais especiais","FIO GUIA HIDROFILICO 0,035","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702010154,OPM em neurocirurgia,"Órteses, próteses e materiais especiais",GERADOR P/ ESTIMULACAO CEREBRAL,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702010162,OPM em neurocirurgia,"Órteses, próteses e materiais especiais",INTRODUTOR 6FA 8F,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702010170,OPM em neurocirurgia,"Órteses, próteses e materiais especiais",MICRO CATETER FLUXO DEPENDENTE,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702010189,OPM em neurocirurgia,"Órteses, próteses e materiais especiais",MICRO CATETER P/ BALAO,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702010197,OPM em neurocirurgia,"Órteses, próteses e materiais especiais",MICROBALAO DE REMODELAGEM,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702010200,OPM em neurocirurgia,"Órteses, próteses e materiais especiais",SHUNT LOMBO-PERITONAL,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702010219,OPM em neurocirurgia,"Órteses, próteses e materiais especiais",VALVULA PARA HIDROCEFALIA,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702010227,OPM em neurocirurgia,"Órteses, próteses e materiais especiais",CLIP TEMPORÁRIO,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702010235,OPM em neurocirurgia,"Órteses, próteses e materiais especiais",CLIP DE TITÂNIO PARA NEUROCIRURGIA,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702010251,OPM em neurocirurgia,"Órteses, próteses e materiais especiais",RESERVATÓRIO COM CATETER PARA INFUSÃO DE FÁRMACOS,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702020010,OPM em cirurgia buco-maxilo-facial,"Órteses, próteses e materiais especiais",AUTOMOBILIZADOR,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702020028,OPM em cirurgia buco-maxilo-facial,"Órteses, próteses e materiais especiais",GOTEIRAS DENTAIS,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702020036,OPM em cirurgia buco-maxilo-facial,"Órteses, próteses e materiais especiais",GUIA SAGITAL,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702020044,OPM em cirurgia buco-maxilo-facial,"Órteses, próteses e materiais especiais",PLACA DE CONTENÇÃO,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702020052,OPM em cirurgia buco-maxilo-facial,"Órteses, próteses e materiais especiais",PROTESE MANDIBULAR,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702020060,OPM em cirurgia buco-maxilo-facial,"Órteses, próteses e materiais especiais",PROTESE P/ GRANDES PERDAS MAXILARES,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702020214,OPM em cirurgia buco-maxilo-facial,"Órteses, próteses e materiais especiais",FIXADOR DINÂMICO PARA MANDÍBULA,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702030023,OPM em ortopedia,"Órteses, próteses e materiais especiais",ANCORA,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702030031,OPM em ortopedia,"Órteses, próteses e materiais especiais",ARRUELA DENTEADA,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702030040,OPM em ortopedia,"Órteses, próteses e materiais especiais",ARRUELA LISA,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702030058,OPM em ortopedia,"Órteses, próteses e materiais especiais",ARRUELAS DE TITANIO PARA CIRURGIA DA COLUNA,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702030066,OPM em ortopedia,"Órteses, próteses e materiais especiais",BARRA SACRAL,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702030074,OPM em ortopedia,"Órteses, próteses e materiais especiais",CENTRALIZADOR PARA COMPONENTE FEMORAL CIMENTADO MODULAR,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702030082,OPM em ortopedia,"Órteses, próteses e materiais especiais",CIMENTO C/ ANTIBIOTICO,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702030090,OPM em ortopedia,"Órteses, próteses e materiais especiais",COMPONENTE ACETABULAR DE POLIETILENO CIMENTADO PRIMARIO / REVISAO,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702030104,OPM em ortopedia,"Órteses, próteses e materiais especiais",COMPONENTE ACETABULAR METÁLICO DE FIXAÇÃO BIOLÓGICA PRIMÁRIA / REVISÃO,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702030112,OPM em ortopedia,"Órteses, próteses e materiais especiais",COMPONENTE CEFALICO,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702030120,OPM em ortopedia,"Órteses, próteses e materiais especiais",COMPONENTE CEFALICO / POLIETILENO / METAL P/ HEMIARTROPLASTIA BIPOLAR / METALICO P/ HEMIARTROPLASIA,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702030139,OPM em ortopedia,"Órteses, próteses e materiais especiais",COMPONENTE CEFÁLICO PARA ARTROPLASTIA TOTAL DO QUADRIL (INCLUI PRÓTESE),"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702030147,OPM em ortopedia,"Órteses, próteses e materiais especiais",COMPONENTE DE AUMENTO TIBIAL P/ REVISÃO DE PRÓTESE TOTAL DE JOELHO,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702030155,OPM em ortopedia,"Órteses, próteses e materiais especiais",COMPONENTE DE AUMENTO FEMURAL P/ REVISÃO DE PRÓTESE TOTAL DE JOELHO,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702030163,OPM em ortopedia,"Órteses, próteses e materiais especiais",COMPONENTE FEMORAL CIMENTADO MODULAR PRIMARIO,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702030171,OPM em ortopedia,"Órteses, próteses e materiais especiais",COMPONENTE FEMORAL CIMENTADO MONOBLOCO TIPO CHARNLEY,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702030180,OPM em ortopedia,"Órteses, próteses e materiais especiais",COMPONENTE FEMORAL DE REVISAO CIMENTADO / FIXACAO BIOLOGICA,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702030198,OPM em ortopedia,"Órteses, próteses e materiais especiais",COMPONENTE FEMORAL MODULAR DE REVISAO CIMENTADA P/ ENXERTO IMPACTADO,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702030201,OPM em ortopedia,"Órteses, próteses e materiais especiais",COMPONENTE FEMORAL MODULAR DE REVISAO NAO CIMENTADA P/ REVESTIMENTO TOTAL,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702030210,OPM em ortopedia,"Órteses, próteses e materiais especiais",COMPONENTE FEMORAL NAO CIMENTADO MODULAR PRIMARIO,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702030228,OPM em ortopedia,"Órteses, próteses e materiais especiais",COMPONENTE FEMORAL PRIMARIO CIMENTADO / FIXACAO BIOLOGICA,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702030236,OPM em ortopedia,"Órteses, próteses e materiais especiais",COMPONENTE GLENOIDAL,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702030244,OPM em ortopedia,"Órteses, próteses e materiais especiais",COMPONENTE PATELAR CIMENTADO / FIXACAO BIOLOGICA,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702030252,OPM em ortopedia,"Órteses, próteses e materiais especiais",COMPONENTE TIBIAL DE REVISAO DE POLIETILENO,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702030260,OPM em ortopedia,"Órteses, próteses e materiais especiais",COMPONENTE TIBIAL DE REVISAO METALICO CIMENTADO / FIXACAO BIOLOGICA EM CUNHA,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702030279,OPM em ortopedia,"Órteses, próteses e materiais especiais",COMPONENTE TIBIAL PRIMARIO DE POLIETILENO,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702030287,OPM em ortopedia,"Órteses, próteses e materiais especiais",COMPONENTE TIBIAL PRIMARIO METALICO CIMENTADO / FIXACAO BIOLOGICA,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702030295,OPM em ortopedia,"Órteses, próteses e materiais especiais",COMPONENTE UMERAL CIMENTADO / FIXACAO BIOLOGICA,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702030309,OPM em ortopedia,"Órteses, próteses e materiais especiais",COMPONENTE UMERAL CIMENTADO / FIXACAO BIOLOGICA DE REVISAO,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702030317,OPM em ortopedia,"Órteses, próteses e materiais especiais",DISPOSITIVO ANTI-PROTRUSAO C/ ORIFICIOS P/ PARAFUSOS,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702030325,OPM em ortopedia,"Órteses, próteses e materiais especiais",FIO OLIVADO P/ FIXADOR EXTERNO,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702030333,OPM em ortopedia,"Órteses, próteses e materiais especiais",FIO TIPO STEINMAN ROSQUEADO,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702030341,OPM em ortopedia,"Órteses, próteses e materiais especiais",FITA PARA RECONSTRUCAO LIGAMENTAR,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702030350,OPM em ortopedia,"Órteses, próteses e materiais especiais",FIXADOR EXTERNO C/ SISTEMA DE ALONGAMENTO MONOFOCAL,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702030368,OPM em ortopedia,"Órteses, próteses e materiais especiais",FIXADOR EXTERNO C/ SISTEMA DE CORRECAO ANGULAR E/OU ROTACIONAL,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702030376,OPM em ortopedia,"Órteses, próteses e materiais especiais",FIXADOR EXTERNO C/ SISTEMA DE PEQUENOS FRAGMENTOS C/ SISTEMA DE CORRECAO ANGULAR,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702030384,OPM em ortopedia,"Órteses, próteses e materiais especiais",FIXADOR EXTERNO CIRCULAR / SEMI-CIRCULAR,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702030392,OPM em ortopedia,"Órteses, próteses e materiais especiais",FIXADOR EXTERNO HIBRIDO,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702030406,OPM em ortopedia,"Órteses, próteses e materiais especiais",FIXADOR EXTERNO LINEAR,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702030414,OPM em ortopedia,"Órteses, próteses e materiais especiais",FIXADOR EXTERNO P/ PUNHO,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
702030422,OPM em ortopedia,"Órteses, próteses e materiais especiais",FIXADOR EXTERNO TIPO PLATAFORMA - SISTEMA DE ALONGAMENTO / TRANSPLANTE OSSEO,"Órteses, próteses e materiais especiais relacionados ao ato cirúrgico"
